"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Sequest HT: A Sequest HT"	"Score Sequest HT: B Sequest HT"	"Score Sequest HT: C Sequest HT"	"Score Sequest HT: D Sequest HT"	"Score Sequest HT: E Sequest HT"	"Score Sequest HT: F Sequest HT"	"Score Sequest HT: G Sequest HT"	"Score Sequest HT: H Sequest HT"	"Score Sequest HT: I Sequest HT"	"Score Sequest HT: J Sequest HT"	"Score Sequest HT: K Sequest HT"	"Score Sequest HT: L Sequest HT"	"Score Sequest HT: M Sequest HT"	"Score Sequest HT: N Sequest HT"	"Score Sequest HT: O Sequest HT"	"Score Sequest HT: P Sequest HT"	"# Peptides (by Search Engine): A Sequest HT"	"# Peptides (by Search Engine): B Sequest HT"	"# Peptides (by Search Engine): C Sequest HT"	"# Peptides (by Search Engine): D Sequest HT"	"# Peptides (by Search Engine): E Sequest HT"	"# Peptides (by Search Engine): F Sequest HT"	"# Peptides (by Search Engine): G Sequest HT"	"# Peptides (by Search Engine): H Sequest HT"	"# Peptides (by Search Engine): I Sequest HT"	"# Peptides (by Search Engine): J Sequest HT"	"# Peptides (by Search Engine): K Sequest HT"	"# Peptides (by Search Engine): L Sequest HT"	"# Peptides (by Search Engine): M Sequest HT"	"# Peptides (by Search Engine): N Sequest HT"	"# Peptides (by Search Engine): O Sequest HT"	"# Peptides (by Search Engine): P Sequest HT"	"# Protein Pathway Groups"	"# Razor Peptides"	"Abundance Ratio: (F2) / (F1)"	"Abundance Ratio: (F3) / (F1)"	"Abundance Ratio: (F4) / (F1)"	"Abundance Ratio: (F5) / (F1)"	"Abundance Ratio: (F6) / (F1)"	"Abundance Ratio: (F7) / (F1)"	"Abundance Ratio: (F8) / (F1)"	"Abundance Ratio: (F9) / (F1)"	"Abundance Ratio: (F10) / (F1)"	"Abundance Ratio: (F11) / (F1)"	"Abundance Ratio: (F12) / (F1)"	"Abundance Ratio: (F13) / (F1)"	"Abundance Ratio: (F14) / (F1)"	"Abundance Ratio: (F15) / (F1)"	"Abundance Ratio: (F16) / (F1)"	"Abundances (Normalized): F1: Sample"	"Abundances (Normalized): F2: Sample"	"Abundances (Normalized): F3: Sample"	"Abundances (Normalized): F4: Sample"	"Abundances (Normalized): F5: Sample"	"Abundances (Normalized): F6: Sample"	"Abundances (Normalized): F7: Sample"	"Abundances (Normalized): F8: Sample"	"Abundances (Normalized): F9: Sample"	"Abundances (Normalized): F10: Sample"	"Abundances (Normalized): F11: Sample"	"Abundances (Normalized): F12: Sample"	"Abundances (Normalized): F13: Sample"	"Abundances (Normalized): F14: Sample"	"Abundances (Normalized): F15: Sample"	"Abundances (Normalized): F16: Sample"	"Abundance: F1: Sample"	"Abundance: F2: Sample"	"Abundance: F3: Sample"	"Abundance: F4: Sample"	"Abundance: F5: Sample"	"Abundance: F6: Sample"	"Abundance: F7: Sample"	"Abundance: F8: Sample"	"Abundance: F9: Sample"	"Abundance: F10: Sample"	"Abundance: F11: Sample"	"Abundance: F12: Sample"	"Abundance: F13: Sample"	"Abundance: F14: Sample"	"Abundance: F15: Sample"	"Abundance: F16: Sample"	"Abundances Count: F1: Sample"	"Abundances Count: F2: Sample"	"Abundances Count: F3: Sample"	"Abundances Count: F4: Sample"	"Abundances Count: F5: Sample"	"Abundances Count: F6: Sample"	"Abundances Count: F7: Sample"	"Abundances Count: F8: Sample"	"Abundances Count: F9: Sample"	"Abundances Count: F10: Sample"	"Abundances Count: F11: Sample"	"Abundances Count: F12: Sample"	"Abundances Count: F13: Sample"	"Abundances Count: F14: Sample"	"Abundances Count: F15: Sample"	"Abundances Count: F16: Sample"	"Found in Sample: [S1] F1: Sample"	"Found in Sample: [S2] F2: Sample"	"Found in Sample: [S3] F3: Sample"	"Found in Sample: [S4] F4: Sample"	"Found in Sample: [S5] F5: Sample"	"Found in Sample: [S6] F6: Sample"	"Found in Sample: [S7] F7: Sample"	"Found in Sample: [S8] F8: Sample"	"Found in Sample: [S9] F9: Sample"	"Found in Sample: [S10] F10: Sample"	"Found in Sample: [S11] F11: Sample"	"Found in Sample: [S12] F12: Sample"	"Found in Sample: [S13] F13: Sample"	"Found in Sample: [S14] F14: Sample"	"Found in Sample: [S15] F15: Sample"	"Found in Sample: [S16] F16: Sample"	"# Protein Groups"	"Modifications"
"7001709167677346758"	"False"	"High"	"IsMasterProtein"	"Q9Y305"	"Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT9 PE=1 SV=2"	"0.000"	"11.284"	"8"	"3"	"5"	"3"	"439"	"49.9"	"8.60"	""	"3.53"	""	"3.65"	"2.57"	""	""	""	""	""	"2.81"	""	""	"2.85"	""	""	""	"1"	""	"1"	"1"	""	""	""	""	""	"1"	""	""	"1"	""	""	"0"	"0"	"0.581"	"0.974"	"0.725"	"1.075"	"0.806"	"1.128"	"0.720"	"0.897"	"0.561"	"1.001"	"0.734"	"0.010"	"1.352"	"0.010"	"0.010"	"5226009.63427872"	"4782362.95124403"	"5976856.8004442"	"5360027.66977946"	"5615475.15306088"	"4210016.5"	"7288079.13225308"	"3763214.97548433"	"4686145.43001119"	"2931106.04999569"	"6953712.34083762"	"3836912.02387247"	""	"7064260.92164865"	""	""	"2241992"	"4534472.5"	"3484148.09375"	"4093578.125"	"2506921.5"	"4210016.5"	"3691738.75"	"2370178"	"2374784.25"	"2894968.75"	"3706042.5"	"2483890.75"	""	"2603255.25"	""	""	"1"	"2"	"2"	"2"	"1"	"1"	"2"	"1"	"1"	"1"	"2"	"1"	""	"1"	""	""	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"57787487465406304"	"False"	"High"	"IsMasterProtein"	"Q08945"	"FACT complex subunit SSRP1 OS=Homo sapiens OX=9606 GN=SSRP1 PE=1 SV=1"	"0.000"	"5.722"	"2"	"1"	"5"	"1"	"709"	"81.0"	"6.87"	"2.79"	""	"2.66"	"2.71"	""	""	"2.58"	"1.97"	""	""	""	""	""	""	""	""	"1"	""	"1"	"1"	""	""	"1"	"1"	""	""	""	""	""	""	""	""	"0"	"0"	"0.818"	"0.816"	"0.392"	"0.461"	"0.738"	"1.094"	"0.427"	"0.735"	"0.844"	"1.050"	"0.424"	"0.010"	"0.010"	"0.010"	"0.010"	"1182991.308121"	"967460.38492984"	"965445.210071646"	"463938.751988422"	"545342.053015987"	"873367.5"	"1293809.2464134"	"505229.636810051"	"869679.241804562"	"998970.072566133"	"1242633.11940603"	"501227.3182275"	""	""	""	""	"507510.9375"	"917312.75"	"562796.5"	"354320.84375"	"243457.53125"	"873367.5"	"655372.375"	"318207.75"	"440724.8125"	"986653.875"	"662272.3125"	"324478.09375"	""	""	""	""	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	""	""	""	""	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"3583580330514197896"	"False"	"High"	"IsMasterProtein"	"P55809"	"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=OXCT1 PE=1 SV=1"	"0.000"	"12.099"	"7"	"2"	"5"	"2"	"520"	"56.1"	"7.46"	""	"2.84"	""	""	""	"2.87"	""	""	""	"7.23"	""	"3.20"	""	""	""	""	""	"1"	""	""	""	"1"	""	""	""	"2"	""	"1"	""	""	""	""	"0"	"0"	"100.000"	""	"100.000"	""	"100.000"	""	""	"100.000"	"100.000"	"100.000"	"100.000"	"100.000"	""	"100.000"	"100.000"	""	"1623538.48615387"	""	"1058575.11388485"	""	"1580712.375"	""	""	"968728.381805044"	"1114910.86952839"	"1005576.11940563"	"1213083.76374054"	"82952.6721593196"	""	"188303.948462572"	"95690.3612039141"	""	"1539383.5"	""	"808458.5"	""	"1580712.375"	""	""	"490919.65625"	"1101165.25"	"535930.6875"	"785310.5625"	"4423.28271484375"	""	"15610.09765625"	"5045.65380859375"	""	"1"	""	"1"	""	"1"	""	""	"1"	"1"	"1"	"1"	"1"	""	"1"	"1"	"Not Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"1"	""
"3596151466959216240"	"False"	"High"	"IsMasterProtein"	"Q9HD45"	"Transmembrane 9 superfamily member 3 OS=Homo sapiens OX=9606 GN=TM9SF3 PE=1 SV=2"	"0.000"	"4.515"	"2"	"1"	"5"	"1"	"589"	"67.8"	"7.21"	""	""	""	"2.52"	""	"2.16"	""	"2.11"	""	"2.36"	""	"2.63"	""	""	""	""	""	""	""	"1"	""	"1"	""	"1"	""	"1"	""	"1"	""	""	""	""	"0"	"0"	"100.000"	""	"100.000"	""	"100.000"	""	"100.000"	""	"100.000"	""	"100.000"	""	""	""	""	""	"2737394.96036324"	""	"3151738.90634431"	""	"2470498.75"	""	"3799953.18270505"	""	"2089615.02007939"	""	"2370751.3301244"	""	""	""	""	""	"2595504"	""	"2407056.5"	""	"2470498.75"	""	"2393316.75"	""	"2063852.375"	""	"1534746.5"	""	""	""	""	""	"1"	""	"1"	""	"1"	""	"1"	""	"1"	""	"1"	""	""	""	""	"Not Found"	"Peak Found"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
"-8135854214922228039"	"False"	"High"	"IsMasterProtein"	"Q9BY44"	"Eukaryotic translation initiation factor 2A OS=Homo sapiens OX=9606 GN=EIF2A PE=1 SV=3"	"0.000"	"9.076"	"6"	"3"	"5"	"3"	"585"	"64.9"	"8.87"	"3.41"	""	""	""	""	""	"2.43"	""	""	""	"3.07"	""	""	"4.25"	""	""	"1"	""	""	""	""	""	"1"	""	""	""	"1"	""	""	"2"	""	""	"0"	"0"	""	""	"100.000"	"100.000"	"100.000"	"100.000"	"100.000"	"100.000"	"100.000"	"100.000"	""	""	"100.000"	""	""	""	""	""	"248337.603275642"	"927763.167605948"	"597609.75"	"2335606.36706021"	"459628.592623464"	"1302899.46737207"	"265832.546670797"	"1805290.8933072"	""	""	"970892.699213619"	""	""	""	""	""	"189661.21875"	"414182.125"	"597609.75"	"1183089.3125"	"289486.9375"	"660266.5625"	"262555.125"	"962145.75"	""	""	"357784.28125"	""	""	""	""	""	"1"	"1"	"1"	"2"	"1"	"1"	"1"	"1"	""	""	"1"	""	""	"High"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"7174641781052764353"	"False"	"High"	"IsMasterProtein"	"Q9P2T1"	"GMP reductase 2 OS=Homo sapiens OX=9606 GN=GMPR2 PE=1 SV=1"	"0.000"	"11.538"	"5"	"1"	"5"	"1"	"348"	"37.9"	"7.23"	"1.92"	""	""	"0.00"	""	"1.72"	""	""	""	"4.10"	""	"4.39"	""	""	""	""	"1"	""	""	"1"	""	"1"	""	""	""	"1"	""	"1"	""	""	""	""	"0"	"0"	"0.350"	"0.874"	"0.201"	"0.010"	"0.805"	"0.309"	"0.505"	"0.010"	"0.772"	"0.010"	"0.511"	"0.768"	"0.287"	"0.174"	"0.824"	"3638824.83980737"	"1272234.25090743"	"3181751.43399663"	"732103.561808371"	""	"2929147.9375"	"1123698.68327633"	"1837097.51531937"	""	"2808967.52944741"	""	"1859742.22673559"	"2792978.53750477"	"1042909.36309058"	"633320.643169465"	"2997797.7787625"	"1561079.4375"	"1206288.875"	"1854769.75"	"559124.5625"	""	"2929147.9375"	"569203.75"	"1157055.375"	""	"2774336.0625"	""	"1203936"	"148929.90625"	"384323.1875"	"52501.2734375"	"158070.77734375"	"1"	"1"	"1"	"1"	""	"1"	"1"	"1"	""	"1"	""	"1"	"1"	"1"	"1"	"1"	"High"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"-5299456138050834551"	"False"	"High"	"IsMasterProtein"	"O00115"	"Deoxyribonuclease-2-alpha OS=Homo sapiens OX=9606 GN=DNASE2 PE=1 SV=2"	"0.001"	"3.540"	"3"	"1"	"5"	"1"	"360"	"39.6"	"8.05"	"3.08"	""	""	""	"3.01"	""	"3.05"	""	"2.90"	""	""	""	""	"2.78"	""	""	"1"	""	""	""	"1"	""	"1"	""	"1"	""	""	""	""	"1"	""	""	"0"	"0"	"0.896"	"1.119"	"1.021"	"1.845"	"1.304"	"1.101"	"1.333"	"1.796"	"1.105"	"1.191"	"1.469"	"0.010"	"1.760"	"0.010"	"0.010"	"6255193.97092745"	"5601561.539238"	"6999779.04766315"	"6389401.59990015"	"11541016.2244651"	"8153791.5"	"6889390.32713239"	"8337571.30198446"	"11235340.0431755"	"6912860.93967342"	"7449886.67458238"	"9189292.54258291"	""	"11010489.0017827"	""	""	"2683518.75"	"5311208.5"	"4080450.25"	"4879735"	"5152266"	"8153791.5"	"3489785"	"5251235.5"	"5693700.5"	"6827633"	"3970483"	"5948846"	""	"4057482.25"	""	""	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	""	"1"	""	""	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"2121660018572641519"	"False"	"High"	"IsMasterProtein"	"Q9Y6I9"	"Testis-expressed protein 264 OS=Homo sapiens OX=9606 GN=TEX264 PE=1 SV=1"	"0.001"	"3.653"	"4"	"1"	"5"	"1"	"313"	"34.2"	"4.86"	""	"2.89"	"3.55"	"3.14"	""	""	"2.36"	"2.97"	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	""	""	"1"	"1"	""	""	""	""	""	""	""	""	"0"	"0"	"0.564"	"0.635"	"0.580"	"0.010"	"0.809"	"1.006"	"0.680"	"0.010"	"0.497"	"0.657"	"0.010"	"0.010"	"0.782"	"0.010"	"0.010"	"1743286.45738736"	"983587.708510164"	"1106754.59721069"	"1010447.49154086"	""	"1410180.25"	"1753852.19755041"	"1184657.04266093"	""	"866146.947647829"	"1145574.03041204"	""	""	"1363258.92375296"	""	""	"747881.1875"	"932604.125"	"645171.375"	"771702.3125"	""	"1410180.25"	"888404.75"	"746130.125"	""	"855468.3125"	"610543.8125"	""	""	"502375.40625"	""	""	"1"	"1"	"1"	"1"	""	"1"	"1"	"1"	""	"1"	"1"	""	""	"1"	""	""	"Peak Found"	"High"	"High"	"High"	"Not Found"	"Peak Found"	"High"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"2107690767117566608"	"False"	"High"	"IsMasterProtein"	"P04150"	"Glucocorticoid receptor OS=Homo sapiens OX=9606 GN=NR3C1 PE=1 SV=1"	"0.000"	"5.188"	"2"	"1"	"5"	"1"	"777"	"85.6"	"6.38"	""	"3.13"	"2.48"	""	"2.92"	""	""	""	"2.63"	""	""	""	""	"2.99"	""	""	""	"1"	"1"	""	"1"	""	""	""	"1"	""	""	""	""	"1"	""	""	"0"	"0"	"1.141"	"0.800"	"0.893"	"0.010"	"0.691"	"0.010"	"0.010"	"0.010"	"0.010"	"0.010"	"0.769"	"0.056"	"2.352"	"0.010"	"0.010"	"1254490.08237686"	"1430984.72090287"	"1003310.17924241"	"1119663.09077903"	""	"867007.1875"	""	""	""	""	""	"964910.059925528"	"69774.7021799623"	"2950883.32176325"	""	""	"538184.375"	"1356810.625"	"584869.5"	"855112.8125"	""	"867007.1875"	""	""	""	""	""	"624651.0625"	"3720.59423828125"	"1087431.875"	""	""	"1"	"1"	"1"	"1"	""	"1"	""	""	""	""	""	"1"	"1"	"1"	""	""	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"High"	"Not Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"1"	""
"741210737454912212"	"False"	"Medium"	"IsMasterProtein"	"Q7Z7A4"	"PX domain-containing protein kinase-like protein OS=Homo sapiens OX=9606 GN=PXK PE=1 SV=1"	"0.014"	"1.662"	"2"	"1"	"5"	"1"	"578"	"64.9"	"9.35"	""	""	""	""	""	""	"1.93"	"2.88"	""	"2.30"	""	"2.18"	""	"2.67"	""	""	""	""	""	""	""	""	"1"	"1"	""	"1"	""	"1"	""	"1"	""	""	"0"	"0"	"0.464"	"0.904"	"0.580"	"0.754"	"0.395"	"0.705"	"0.603"	"0.873"	"0.469"	"1.218"	"0.492"	"0.010"	"1.247"	"0.010"	"0.010"	"23993135.230036"	"11122371.8972651"	"21681983.0284271"	"13920107.2266046"	"18097340.2775371"	"9473857.25"	"16926756.7648654"	"14478290.2977438"	"20954734.1502451"	"11249637.6057086"	"29234545.2866204"	"11797123.7943471"	""	"29927908.6444884"	""	""	"10293210.5"	"10545851.5"	"12639292.25"	"10631110.5"	"8079211.5"	"9473857.25"	"8574161"	"9118832"	"10619169.5"	"11110942"	"15580809.5"	"7637070.25"	""	"11028752.5"	""	""	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	""	"1"	""	""	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Not Found"	"High"	"Not Found"	"Not Found"	"1"	""
"-6817153453511998612"	"False"	"High"	"IsMasterProtein"	"P22413"	"Ectonucleotide pyrophosphatase/phosphodiesterase family member 1 OS=Homo sapiens OX=9606 GN=ENPP1 PE=1 SV=2"	"0.000"	"8.637"	"3"	"2"	"5"	"2"	"925"	"104.9"	"7.14"	""	"3.44"	""	""	""	""	""	""	""	"7.83"	""	"2.63"	""	""	""	""	""	"1"	""	""	""	""	""	""	""	"2"	""	"1"	""	""	""	""	"0"	"0"	"1.655"	"0.010"	"1.030"	"0.905"	"2.827"	"0.010"	"1.474"	"1.081"	"3.127"	"0.010"	"1.672"	"0.010"	"1.114"	"0.010"	"0.010"	"1671375.24763679"	"2766718.68520789"	""	"1720962.24680462"	"1512475.32725423"	"4725661.75"	""	"2463267.32181503"	"1806969.54922595"	"5225859.82938806"	""	"2794190.53414492"	""	"1861281.78468603"	""	""	"717030.8125"	"2623307.75"	""	"1314339"	"675215.6875"	"4725661.75"	""	"1551434.625"	"915712.6875"	"5161430.75"	""	"1808867.125"	""	"685902.125"	""	""	"1"	"1"	""	"1"	"1"	"1"	""	"1"	"1"	"1"	""	"1"	""	"1"	""	""	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"-5236519405045952313"	"False"	"High"	"IsMasterProtein"	"P19022"	"Cadherin-2 OS=Homo sapiens OX=9606 GN=CDH2 PE=1 SV=4"	"0.000"	"16.545"	"5"	"2"	"5"	"2"	"906"	"99.7"	"4.81"	"4.24"	""	""	""	""	""	"2.76"	""	""	"8.00"	""	"3.51"	""	""	""	""	"1"	""	""	""	""	""	"1"	""	""	"1"	""	"1"	""	""	""	""	"0"	"0"	"0.360"	"0.536"	"0.398"	"0.559"	"0.392"	"0.722"	"0.468"	"0.788"	"0.362"	"0.978"	"0.500"	"0.372"	"0.707"	"0.250"	"0.149"	"92556405.1697876"	"33286910.3012638"	"49587427.0355155"	"36807334.906954"	"51732548.8736558"	"36251060"	"66823680.7489777"	"43357751.4204367"	"72909839.2599294"	"33485765.2482656"	"90541602.6432718"	"46274005.4055164"	"34385082.8845014"	"65450963.8773802"	"23103789.3256563"	"13833177.0835728"	"39707297.625"	"31561506.5"	"28906488"	"28110620"	"23095007.1875"	"36251060"	"33849189.5"	"27307924"	"36948306.5625"	"33072922.75"	"48254948"	"29956270.375"	"1833514.6875"	"24119376"	"1915267.3671875"	"729409.125"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"7232907791819213920"	"False"	"High"	"IsMasterProtein"	"Q9Y5Z4"	"Heme-binding protein 2 OS=Homo sapiens OX=9606 GN=HEBP2 PE=1 SV=1"	"0.000"	"7.990"	"13"	"2"	"5"	"2"	"205"	"22.9"	"4.63"	"3.64"	""	""	""	"2.57"	""	"2.52"	""	"2.39"	""	""	""	""	"2.17"	""	""	"1"	""	""	""	"1"	""	"1"	""	"1"	""	""	""	""	"1"	""	""	"0"	"0"	"0.026"	"0.060"	"0.012"	"0.029"	""	"0.028"	"0.011"	"0.052"	"0.011"	"0.036"	"0.010"	"0.010"	"0.060"	"0.010"	"5.921"	"26180984.4648898"	"669471.725400593"	"4116327.14346626"	"309676.980114122"	"5331983.89744517"	"1343982.75"	"5858691.18785055"	"2028294.96638435"	"8901186.85974916"	"2031257.69497033"	"6707955.73618568"	"2404814.76280544"	""	"7109005.56023315"	""	"155009485.015237"	"11231812"	"634770.125"	"2399571.1875"	"236507.53125"	"2380362.25"	"1343982.75"	"2967689.6875"	"1277476.875"	"4510828.5"	"2006214.53125"	"3575064.34375"	"1556798.046875"	""	"2619744.125"	""	"8173489.875"	"1"	"1"	"2"	"1"	"2"	"1"	"2"	"2"	"2"	"2"	"2"	"2"	""	"2"	""	"1"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"Not Found"	"Peak Found"	"1"	""
"9172225001989641453"	"False"	"High"	"IsMasterProtein"	"Q9UNW1"	"Multiple inositol polyphosphate phosphatase 1 OS=Homo sapiens OX=9606 GN=MINPP1 PE=1 SV=1"	"0.000"	"4.850"	"2"	"1"	"5"	"1"	"487"	"55.0"	"7.81"	"3.30"	""	"2.87"	""	""	"2.71"	""	""	""	"2.41"	""	"1.89"	""	""	""	""	"1"	""	"1"	""	""	"1"	""	""	""	"1"	""	"1"	""	""	""	""	"0"	"0"	"1.507"	"0.614"	"0.655"	"0.010"	"0.902"	"0.258"	"0.711"	"0.010"	"0.915"	"0.875"	"0.578"	"10.346"	"0.010"	"19.925"	"15.319"	"701513.441438645"	"1057161.67636799"	"430697.164731013"	"459685.084571549"	""	"632715"	"181336.972796279"	"499073.739462977"	""	"641991.293527288"	"613849.519733989"	"405130.765761535"	"7258023.82604744"	""	"13977549.6887661"	"10746319.4292472"	"300953.8125"	"1002364.4375"	"251070.546875"	"351072.21875"	""	"632715"	"91855.3046875"	"314330.59375"	""	"634076.25"	"327156.53125"	"262268.34375"	"387019.375"	""	"1158716.625"	"566642.3125"	"1"	"1"	"1"	"1"	""	"1"	"1"	"1"	""	"1"	"1"	"1"	"1"	""	"1"	"1"	"High"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Peak Found"	"Peak Found"	"1"	""
"-8781078747776304120"	"False"	"High"	"IsMasterProtein"	"Q9NY12"	"H/ACA ribonucleoprotein complex subunit 1 OS=Homo sapiens OX=9606 GN=GAR1 PE=1 SV=1"	"0.000"	"5.443"	"8"	"1"	"5"	"1"	"217"	"22.3"	"10.92"	""	"2.75"	"3.13"	"2.78"	""	"3.24"	""	""	""	""	""	"2.66"	""	""	""	""	""	"1"	"1"	"1"	""	"1"	""	""	""	""	""	"1"	""	""	""	""	"0"	"0"	"0.756"	"0.770"	"0.746"	"0.618"	"0.991"	"1.223"	"0.917"	"1.316"	"0.851"	"1.244"	"0.831"	"0.010"	"1.045"	"0.010"	"0.010"	"1570282.8062021"	"1187171.0596609"	"1208345.37200635"	"1171512.69257176"	"971073.273886034"	"1556341.125"	"1920388.05235019"	"1439724.11803975"	"2067065.1225694"	"1335874.86147979"	"1952747.04904443"	"1304151.48508995"	""	"1640202.34181567"	""	""	"673661.5"	"1125634.875"	"704392.6875"	"894711.5625"	"433517.09375"	"1556341.125"	"972762.625"	"906778.5"	"1047520.5625"	"1319405"	"1040733.8125"	"844264.8125"	""	"604432"	""	""	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	""	"1"	""	""	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Peak Found"	"Not Found"	"Not Found"	"1"	""
"4305624722430213023"	"False"	"High"	"IsMasterProtein"	"Q9H4A3"	"Serine/threonine-protein kinase WNK1 OS=Homo sapiens OX=9606 GN=WNK1 PE=1 SV=2"	"0.000"	"6.585"	"1"	"2"	"5"	"2"	"2382"	"250.6"	"6.34"	""	""	"3.06"	"1.93"	""	""	""	"1.97"	"2.63"	""	"2.55"	""	""	""	""	""	""	""	"1"	"1"	""	""	""	"1"	"1"	""	"1"	""	""	""	""	""	"0"	"0"	"1.318"	"1.139"	"0.839"	"0.010"	"0.010"	"0.010"	"1.404"	"2.166"	"3.020"	"1.686"	"1.591"	"0.010"	"0.010"	"0.010"	"0.010"	"4514314.38277646"	"5949082.54860723"	"5142707.56256974"	"3786201.98685758"	""	""	""	"6336703.8653029"	"9776805.09720096"	"13634073.0611068"	"7612268.8186385"	"7182293.84479531"	""	""	""	""	"1936670.125"	"5640716"	"2997889.25"	"2891610.75"	""	""	""	"3991033.25"	"4954563"	"13465980"	"4057026"	"4649581"	""	""	""	""	"1"	"1"	"1"	"1"	""	""	""	"1"	"1"	"1"	"1"	"1"	""	""	""	""	"Peak Found"	"Peak Found"	"High"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"Not Found"	"1"	""
